Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment
5.0,"Before review this product, I've been using it last seven day's . This Bluetooth speaker is really good good product. I'm very much satisfied 😌.","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,jerokom cheyesilam temon e peyesi... product valoi...,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,আমি সন্তুষ্ট। দাম হিসেবে খুবই সুন্দর। ভালোই বাজছে। ধন্যবাদ সেলার ভাইকে।🥰,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"এটি একটি দুর্দান্ত ব্লুটুথ স্পিকার এক কথায় অসাধারণ আমি অনেক খুশি যেটা চেয়েছি সেটাই পেয়েছি, সত্যি বলতে এই স্পিকার থেকে এতো সাউন্ড আসে কোন জায়গা থেকে এটাই বুঝি না। আশা করি সবাইকে সুন্দর প্রোডাক্টই দিবেন।  তিন দিনের ভিতরে ডেলিভারি পেয়েছি

কেন এটি আপনি কিনবেন ?

1. যদি আপনার বাজেট ৪০০ টাকার কম হয় তাহলে এটা বেস্ট চয়েস 
2. যদি আপনি ছোট খাটো বাট হ্যান্ডি স্পিকার চান তাহলে এটা নিতে পারেন
৩. হাতে নিয়ে ঘুরতে পারবেন নো প্রব্লেম। 

ভালো প্রোডাক্ট পেয়ে সুন্দর রিভিও দিয়ে দিলাম খুশির ঠেলায়।","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,এক বার ব্যবহার করে আমার কাছে ভাল লাগছে ডেলিভারম্যন এর ব্যবহার অনেক সুন্দর ছিল  আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজকে,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
4.0,প্রোডাক্ট হাতে পাওয়ার পর ভিতরে কিছু একটা নরতে ছিল পরে কৌতুহল বসত খুলে দেখি তার একটা ছুটে আছে তবে ঐ তারের জন্য কোনো সমস্যা ফেস করি নি তবে আমি এটা ভালো ভাবে ইউজ করি নি। আর হ্যাঁ চার্জ হলে চার্জ ফুল হবে কিভাবে সেটা দেখা অথবা বোঝা যায় না,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
5.0,প্রথমে ধন্যবাদ জানাই সেলার ও দারাজকে৷ ছবিতে যেমনটি দেখেছি তেমনটিই পেয়েছি৷ আমার অর্ডারকৃত Gts1363 পেয়েছি৷ এই দামে ঠিক আছে৷ প্রডাক্ট ভাল৷ সবাই নিতে পারেন৷ ছোট হলেও আওয়াজ অনেক ভাল এবং ক্লিয়ার৷ আওয়াজ অনেক দুর পর্যন্ত শোনা যায়৷ এখন দেখার বিষয় চার্জ ব্যাকাপ কেমন দেয়৷ চার্জ ফুল হলে বুঝার অপশন বা লাইট নেই৷ কোন বেজ নেই৷ গ্যারান্টি কার্ড নেই৷ চার্জার নেই৷ গ্যারান্টি কার্ডে স্পীকার চালানোর কিছু টিপস বা নিয়ম লেখা থাকে৷ সেগুলি ফলো করে স্পীকার চালালে মোটামোটি অনেকদিন চালানো যায় ৷ এ জন্য অন্তত গ্যারান্টি কার্ডটি দেয়া উচিৎ ছিল৷ বাকী সব ঠিক আছে ধন্যবাদ৷,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
1.0,I ordered a GTS- 1360 model. But the seller sent me GTS- 1363!! Disgusting!! Daraz should take it seriously. I am very disappointed.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
1.0,"ডারাজ একটি ফালতু অনলাইন ব্যবসায়ী,কথার কাজে কোন মিল নাই, অডার করছি একটা  আর আমার কাছে ডেলিভারি পাঠিয়েছে আরেকটা,আমার অডার করা পন্যর সাথে ডেলিভারি দেয়া পন্য কোন মিল নাই, যা ছবি দেখলেই বুঝা যায়,মালের কোয়ালিটিও খুবই খারাপ, সম্পুর্ন ফালতু একটা দারাজ","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
1.0,আমি Gts 1360 ওডার করছি আমায় Gts 1346 দিছে জার দাম খুবি কোম আমাকে ভুল জিনিজ দিয়ে ঠকানো হয়েছে।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
5.0,জা চেয়েছি তাই পেয়েছি,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"wow so excellent service daraz.
অসংখ্য ধন্যবাদ দারাজ কে এতো সুন্দর পোডাক্ট দেওয়ার জন্য।","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,ভালো স্পিকার টা আমার পছন্দ হয়ছে দাম অনুজারি জিনিস টা ছোট ডেলিভারি চাজ টা কিছু কমানো উচি,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Very Nice Sound and Everything have ! You Can Use Any Where....Awesome Bro.👌👍❤❤❤❤❤,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"অনেক সুন্দর ছোট একটি স্পিকার।  দেখতেও সুন্দর, সাউন্ড কোয়ালিটিও ভালো। recommended","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,onk kosto laglo akta jinis a akhane lekha ache 1360 speker kintu dewa holo 1363,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
5.0,সাংঘাতিক সুন্দর এবং কাজের জিনিস। কোয়ালিটি অনেক ভালো। এতো ছোট স্পিকারে এতো সাউন্ড হয় যা ভাবার বাইরে।দারাজ থেকে নেওয়া আমার সবচেয়ে ভালো জিনিস এটা।ধন্যবাদ দারাজ এবং সেলার কে।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
1.0,"দেওয়ার কথা ১৩৬০ দিয়েছে ১৩৬৩। কোন ওয়ারেন্টি কার্ডও দেয় নি। সাউন্ড গরগর করে, এখান থেকে প্রোডাক্ট কিনে ঠকা খাবেন ১০০০%","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Anger,Daraz,Negative
4.0,330 টাকায় খুবই ভালো পণ্য দিলেন আমি আশা করি নাই এতটা ভাল হবে সাউন্ড কোয়ালিটি অনেক ভাল তবে আপনারা ছয় মাসের ওয়ারেন্টি লিখলেও আমি কোন 6 মাসের ওয়ারেন্টি কার্ড পাইনি,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,"Ai price e er cheye valo kisu hote pare na.dekhte shundor,easy to carry r sound j kono valo brand er speaker er shathe tuloniyo.seller k dhonnobad kotha rakhar jonno.","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,"ami kemne bolbo bujhtesi na
bhai 300 takar speaker e bhabsilam kiiee ba ase
bhai re bhai
emon cheap and joss speaker jibone dekhi nai battery capacity o sheii
ha daam e speakers dekhsi bhalo quality r ase
but ei price e uff bhai amar taka ushul..
thanks to seller and daraz","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,The speaker is good. Product ta poly te na diye box e dile product er safety er jonno valo hoto.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,ছোট পটকা বড় ধামাকা খুবই সুন্দর হইছে স্পিকারটা আর সাউন্ড কোয়ালিটি ও খুব ভালো চাইলে নিতে পারেন,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"দাম হিসেবে অনেক সুন্দর, আপনারা চাইলে নিতে পারেন।","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,খুব ভালো প্রোডাকট অনেক সুন্দর সাউন্ড কোয়ালিটি চার্জ ওঅনেক  ভালো থাকে,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,ভীগ সাওন অনেক ভালো আমার ভালো লাগছে আপনারা নিতে চায় লে নিতে পারেন,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,good product but  size ta soto,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,সবকিছু মিলে ভালোই আছে । কিন্তু পিকচার এর সাথে এটার কোন মিল নাই,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Alhumdulillah I'm so satisfied 🥰...ai dame best akta speaker,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,অল্প দামে বেষ্ট একটা বক্স,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
4.0,খুব ভালো এই প্রোডাক্ট টি। কিন্তু ডেলিভারি একটু লেট।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"অসাধারণ, এতো কম মূল্যে সুন্দর একটি ব্লূটুথ স্পিকার। সাউন্ড কোয়ালিটি খুব ভালো।","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Such a nice and good speaker in cheap rate.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,এই দামে আসলেই অনেক ভাল।। ধন্যবাদ সেলারকে💕,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Good product ☺️ nite paren sobai..,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"২দিন ব্যাবহার পরে রিভিউ দিচ্ছি, আলহামদুলিল্লাহ সাউন্ড কোয়ালিটি, প্রডাক্ট এর ফিনিশিং, চার্জ থাকা সময় কাল, সব মিলিয়ে ভালো লাগছে। ধন্যবাদ দারাজ, ☺️","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,সাইজ হিসাবে সাউন্ড যথেষ্ট।মুল বডির উচ্চতা ৪ ইন্ছি।চাইলে নিতে পারেন যাদের ছোট সাইজের মধ্যে মোটামুটি সাউন্ড হলে চলবে।ডেলিভারি পেয়েছি ৪দিনের মধ্যে।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,খুব ভালো একটি প্রোডাক্ট। যে রকম আশা করেছি সেরকমই পেয়েছি। সাউন্ড কোয়ালিটি খুব ভালো। ধন্যবাদ দারাজ এবং সেলারকে। আপনারাও প্রোডাক্টি নিতে পারেন,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,আলহামদুলিল্লাহ প্রোডাক্টটি অনেক ভালো সার্ভিসও ভালো চার্জও অনেক দিন যাচ্ছে সাউন্ডও ভালো আপনারা চাইলে নিতে পারেন।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,"আজকে ডেলিভারি পেলাম,সত্যি অনেক ভালো মানের পন্য,সাউন্ড কোয়ালিটি অনেক ভালো, ব্যাটারি বেকাপ দেখা যাক কতক্ষণ থাকে,এমনিতে ভালো,সেলার অনেক ভালো ছিলো।ধন্যবাদ দারাজকে","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
2.0,"ছবির সাথে মিল নাই, ভাল লাগলো না","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
5.0,অসাধারণ একটা জিনিস,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,দাম হিসেবে অনেক ভাল ।চার্জ ভাল থাকছে ধণ্যবাদ দারাজ কে।কিন্তু ওয়ারেন্টি কার্ড ছিল না ।তবে চাইলে সবাই নিতে পারেন ।পন্যেটি সত্যি ভাল।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,product ti khubi valo silo... akhon dekhi koto din chole... delivery Daya vaiya ta khubi valo silo🥰💝,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
3.0,আমার খুব পছন্দ হয়েছে,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,স্পিকার টা ভালোই। ছোট মরিচে ঝাল বেশি,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"Good Sound Quality And Product quality In this Budget Its tremendous, also delivered at time
highly suggested","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
4.0,আগেও দুইটা অর্ডার করছিলাম । প্রোডাক্ট ভালো দেখে আরো দুইটা অর্ডার করলাম আলহামদুলিল্লাহ চারটা প্রোডাক্ট ভালো ছিল ধন্যবাদ দারাজ এবং সেলারকে,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,আলহামদুলিল্লাহ সাউন্ড কোয়ালিটি অনেক ভালো আপনারা নিতে পারেন আরো ভালো হতো যদি ভলিউম কমানো বাড়ানো বাটন থাকতো এখন দেখা যাক সার্ভিস কেমন দেয় সবমিলিয়ে প্রাইস অনুযায়ী মোটামুটি ভালো।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,"Product quality khub e balo , Jos hoyca apnara chaila neta paren, rider at behaviour o onnek balo","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
4.0,আনেক ভালো গান  সুন্দর শোনা যায়,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
5.0,Product Khub Valo Dam onujai.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,যেরকমটা চাইছিলাম ঠিক তেমনি পেলাম🥰 সাউন্ড কোয়ালিটি অনেক ভালো👍 আপনারা চাইলে নিতে পারেন 😍,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
4.0,product ta dekhte onek cute and sound quality valo,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,শাওন অনেক ভালো চার্জও ভালো থাকে চাইলে নিতে পারেন,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"অনেক ভালো, সল্প দামের মধ্যে Best.. চাইলে নিতে পারেন আপনারাও,Sound Quality ও Jossss","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,valoi...,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"onk sundor hoice,,, sound onk beshi,,,Alhamdulillah order korte paren😇❤️","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,খুবই ভালো কোয়ালিটি। কম দামে ভাল জিনিস,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,good & nice product as per price.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
3.0,"জিনিস টা ভালোই,, but  আরেকটু বড় হলে ভালো হতো।
ধন্যবাদ দারাজ❤️","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Very very very good product and quality is also very good,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"যা চেয়েছি তাই পেয়েছি,, এখন দেখা যাক চার্জ কেমন যায়।","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"nice & good product as per price, anyone can buy.","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,nice & good quality as price. u can buy also.,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,খুইদ্দা মরিচে ঝাল বেশি।দারুন এক জিনিস...,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,খুব সুন্দর প্রোডাক্ট। সাউন্ড ও ভালো।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,perfect price perfect product...,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,onk Valo akta product,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,Ami kenesi onek balo,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"সেলাল ভাইকে অনেক ধন্যবাদ ভালো  প্রোডাক্ট দেয়ার জন্নো
আপনারা চাইলে নিতে পারেন 
ডেলিভার ভাই অনেক ভালো","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
4.0,"মোটামোটি ভালো, bluetooth দিয়ে ব্যাবহার করা যায়, সাউন্ড ভালোই তবে বেজ নেই চিকচাক বেশি। তাছাড়া ঠিক ঠাক পেয়েছি, ধন্যবাদ সেলার কে। ❤️","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,I just got my parcel... it's amazing....Thank u so much seller vaiya💓 5 Star dilam delivery man er behavior o 12/10🤭,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"just...wow😍
jmn charge jai tmn sound....jake bole choto morise jhal besi😃🤭
seller service.onnnkkk valo❤❤","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"Alhamdulillah khub valo Tobe ami mone kori,dam ta etiu kom hole best hoto.Delivery charge sohoi beshi hoye jay 
Highly recommend, sound quality onek beshi, Bluetooth bole jekono jaygay use kora jay, jeta onek upokari.","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Happy,Daraz,Positive
1.0,GTS-1360 er poriborte diyese GTS-1372. Jei Model dite parben na sheita show kore onno gula dewar mane ki?,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative
4.0,প্রোডাক্টটি মোটামুটিভাবে ভালো। তবে দেখানো ছবির সাথে কোন মিল নেই । সাইজ ও দাম হিসাবে সাউন্ড ভালো হলেও বেস টা কম।মেমোরি কার্ড এর পোর্ট থাকলেও কাজ করে না।আর জি বি লাইট ঠিক আছে।মিডিয়াম সাউন্ড এ ব্যাকআপ ২ ঘন্টা+ এবং ফুল সাউন্ড এ ১ঘন্টা ৩০ মিনিট + ব্যাকআপ পেয়েছি । সবথেকে খারাপ লাগার বিষয় হলো ছবির সাথে কোন মিল নেই ।,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
5.0,"product ta valoi but deyar kotha chilo gts-1360
kintu paisi gts-1346 kintu etr oo sound quality onk valo bass oo onk valo apnara caile nite paren..","Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive
